"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.310613365E1,2.799602449E-1,1.100698411E-1,9.786943436E0,9.791565499E0
5.310852177E1,3.065803945E-1,1.268195957E-1,9.763015747E0,9.768651454E0
5.311090990E1,3.711866140E-1,1.531406492E-1,9.741479874E0,9.749751878E0
5.311329797E1,4.070789516E-1,1.627119333E-1,9.739087105E0,9.748948973E0
5.311568610E1,4.238287210E-1,1.746760458E-1,9.712766647E0,9.723578480E0
5.311807422E1,4.334000051E-1,1.986042857E-1,9.696016312E0,9.707729474E0
5.312046229E1,4.381856322E-1,2.368894368E-1,9.691230774E0,9.704023762E0
5.312285042E1,4.525425732E-1,2.560320199E-1,9.703194618E0,9.717115466E0
5.312523854E1,4.334000051E-1,2.775674164E-1,9.717552185E0,9.731171548E0
5.312762667E1,4.118646085E-1,2.679961324E-1,9.724730492E0,9.737137029E0
5.313001474E1,3.951148391E-1,2.679961324E-1,9.722337723E0,9.734053033E0
5.313240287E1,3.759722710E-1,2.608176768E-1,9.746265411E0,9.757001101E0
5.313479099E1,3.329014480E-1,2.321037948E-1,9.767801285E0,9.776228183E0
5.313717912E1,2.584248483E-1,2.081755698E-1,9.765408516E0,9.771045182E0
5.313956719E1,1.890329868E-1,1.770688742E-1,9.755837440E0,9.759275128E0
5.314195531E1,1.387837082E-1,1.411765367E-1,9.741479874E0,9.743491256E0
5.314434344E1,5.742774159E-2,1.076770201E-1,9.743872643E0,9.744636800E0
5.314673156E1,-1.196411345E-2,9.332008660E-2,9.717552185E0,9.718007627E0
5.314911964E1,-9.810572863E-2,8.135596663E-2,9.686445236E0,9.687283667E0
5.315150776E1,-1.722832322E-1,7.657032460E-2,9.657731056E0,9.659571092E0
5.315389589E1,-2.177468538E-1,6.939185411E-2,9.617053032E0,9.619768081E0
5.315628401E1,-2.249253243E-1,4.067798331E-2,9.600303650E0,9.603024329E0
5.315867209E1,-2.129612118E-1,3.110669367E-2,9.571589470E0,9.574008830E0
5.316106021E1,-1.770688742E-1,6.460621208E-2,9.573982239E0,9.575837470E0
5.316344834E1,-1.100698411E-1,6.939185411E-2,9.583553314E0,9.584436589E0
5.316583646E1,-1.435693540E-2,9.092725813E-2,9.600303650E0,9.600744974E0
5.316822453E1,7.178468257E-2,1.076770201E-1,9.621838570E0,9.622708810E0
5.317061266E1,1.411765367E-1,1.028913707E-1,9.657731056E0,9.659310876E0
5.317300078E1,2.225325108E-1,7.178468257E-2,9.681659698E0,9.684482861E0
5.317538891E1,3.089732230E-1,5.024927482E-2,9.729516029E0,9.734550406E0
5.317777698E1,4.070789516E-1,-4.785645287E-3,9.782157898E0,9.790625583E0
5.318016510E1,5.171487927E-1,-4.546362907E-2,9.815657616E0,9.829376595E0
5.318255323E1,5.961119533E-1,-6.460621208E-2,9.835099220E0,9.853359838E0
5.318494136E1,6.272186637E-1,-7.896314561E-2,9.859027863E0,9.879274711E0
5.318732943E1,6.008976102E-1,-9.092725813E-2,9.892526627E0,9.911176961E0
5.318971755E1,5.769693851E-1,-1.052841991E-1,9.937990189E0,9.955281383E0
5.319210568E1,5.291129351E-1,-1.316052526E-1,9.981060982E0,9.995942115E0
5.319449380E1,4.740779996E-1,-1.507478207E-1,1.005284595E1,1.006514713E1
5.319688188E1,4.453641176E-1,-1.483550072E-1,1.011745262E1,1.012833678E1
5.319927000E1,3.879363835E-1,-1.603191197E-1,1.016530895E1,1.017397184E1
5.320165813E1,3.520440459E-1,-1.555334777E-1,1.022752190E1,1.023476086E1
5.320404625E1,3.041875660E-1,-1.435693651E-1,1.026341438E1,1.026892482E1
5.320643432E1,2.632105052E-1,-1.268195957E-1,1.028016472E1,1.028431571E1
5.320882245E1,2.057827413E-1,-1.052841991E-1,1.029930687E1,1.030190047E1
5.321121057E1,1.674975902E-1,-8.374879509E-2,1.030887794E1,1.031057873E1
5.321359870E1,1.148554832E-1,-5.742774159E-2,1.030648518E1,1.030728511E1
5.321598677E1,9.571290761E-2,-3.828516230E-2,1.030169964E1,1.030221540E1
5.321837490E1,6.460621208E-2,-9.571290575E-3,1.027537823E1,1.027558579E1
5.322076302E1,4.785645287E-3,7.178467698E-3,1.024427223E1,1.024427586E1
5.322315115E1,-3.349951655E-2,3.349951655E-2,1.022512913E1,1.022523888E1
5.322553922E1,-5.503492057E-2,2.392822690E-2,1.017727280E1,1.017744973E1
5.322792735E1,-9.092725813E-2,3.110669367E-2,1.012223816E1,1.012269434E1
5.323031547E1,-1.268195957E-1,4.546362907E-2,1.005523872E1,1.005614121E1
5.323270360E1,-1.244267747E-1,5.264209956E-2,9.995418549E0,9.996331586E0
5.323509167E1,-1.220339537E-1,5.264209956E-2,9.897313118E0,9.898205415E0
5.323747979E1,-1.052841991E-1,3.110669367E-2,9.791728973E0,9.792344391E0
5.323986792E1,-9.810572863E-2,0.000000000E0,9.691230774E0,9.691727330E0
5.324225604E1,-1.076770201E-1,-4.785645287E-3,9.617053032E0,9.617657005E0
5.324464412E1,-9.332008660E-2,-2.632104978E-2,9.547661781E0,9.548154111E0
5.324703224E1,-9.810572863E-2,-1.435693540E-2,9.490233421E0,9.490751353E0
5.324942037E1,-1.028913707E-1,2.153540403E-2,9.451948166E0,9.452532705E0
5.325180849E1,-1.100698411E-1,2.392822690E-2,9.382556915E0,9.383233036E0
5.325419656E1,-1.531406492E-1,5.264209956E-2,9.351449966E0,9.352851957E0
5.325658469E1,-1.579262912E-1,8.853443712E-2,9.356235504E0,9.357987063E0
5.325897281E1,-1.938186288E-1,1.339980662E-1,9.368199348E0,9.371162157E0
5.326136089E1,-2.009970993E-1,1.770688742E-1,9.361021042E0,9.364852811E0
5.326374901E1,-1.938186288E-1,2.177468538E-1,9.389735222E0,9.394259252E0
5.326613714E1,-1.746760458E-1,2.775674164E-1,9.411270142E0,9.416982588E0
5.326852526E1,-1.363908947E-1,3.137588799E-1,9.435198784E0,9.441399430E0
5.327091339E1,-9.332008660E-2,3.376871049E-1,9.459127426E0,9.465613181E0
5.327330146E1,-4.546362907E-2,3.711866140E-1,9.478269577E0,9.485643922E0
5.327568958E1,2.632104978E-2,4.190430641E-1,9.495018959E0,9.504297708E0
5.327807771E1,6.939185411E-2,4.549354017E-1,9.492626190E0,9.503774694E0
5.328046584E1,1.316052526E-1,4.788636267E-1,9.487840652E0,9.500828941E0
5.328285391E1,1.842473447E-1,5.051847100E-1,9.475876808E0,9.491122165E0
5.328524203E1,2.249253243E-1,5.219344497E-1,9.485447884E0,9.502459078E0
5.328763016E1,2.536391914E-1,4.932205677E-1,9.463912964E0,9.480150207E0
5.329001828E1,2.464607358E-1,4.812564552E-1,9.454340935E0,9.469789500E0
5.329240636E1,2.225325108E-1,4.429712892E-1,9.466305733E0,9.479276792E0
5.329479448E1,2.201396823E-1,3.855435550E-1,9.478269577E0,9.488661628E0
5.329718260E1,2.129612118E-1,3.544368446E-1,9.518947601E0,9.527924296E0
5.329957073E1,1.794617027E-1,3.041875660E-1,9.554840088E0,9.561365263E0
5.330195880E1,1.770688742E-1,2.656033039E-1,9.607481956E0,9.612783574E0
5.330434693E1,1.387837082E-1,2.297109663E-1,9.643374443E0,9.647108307E0
5.330673505E1,1.076770201E-1,1.890329868E-1,9.657731056E0,9.660181001E0
5.330912313E1,1.674975827E-2,1.507478207E-1,9.676874161E0,9.678062770E0
5.331151125E1,-8.135596663E-2,7.178468257E-2,9.696016312E0,9.696623338E0
5.331389938E1,-1.794617027E-1,-2.153540403E-2,9.753444672E0,9.755119335E0
5.331628750E1,-2.560320199E-1,-1.028913707E-1,9.794121742E0,9.798007947E0
5.331867557E1,-3.209373355E-1,-1.507478207E-1,9.765408516E0,9.771843693E0
5.332106370E1,-3.687937856E-1,-1.890329868E-1,9.717552185E0,9.726384878E0
5.332345182E1,-3.951148391E-1,-2.225325108E-1,9.691230774E0,9.701834382E0
5.332583995E1,-4.142574072E-1,-2.177468538E-1,9.573982239E0,9.585413856E0
5.332822807E1,-3.807578981E-1,-2.321037948E-1,9.447162628E0,9.457681030E0
5.333061615E1,-2.994019389E-1,-2.273181528E-1,9.368199348E0,9.375738589E0
5.333300427E1,-1.890329868E-1,-1.770688742E-1,9.303593636E0,9.307198364E0
5.333539240E1,-8.374879509E-2,-1.148554832E-1,9.236295700E0,9.237389453E0
5.333778047E1,-1.914258115E-2,-1.052841991E-1,9.229117393E0,9.229737757E0
5.334016860E1,6.221338734E-2,-9.332008660E-2,9.229117393E0,9.229798861E0
5.334255672E1,1.411765367E-1,-2.392822690E-2,9.166903496E0,9.168021765E0
5.334494484E1,2.392822653E-1,3.589234129E-2,9.152546883E0,9.155744574E0
5.334733292E1,2.946162820E-1,6.939185411E-2,9.114261627E0,9.119286101E0
5.334972104E1,3.257229924E-1,8.135596663E-2,9.107083321E0,9.113269494E0
5.335210917E1,3.711866140E-1,9.571290761E-2,9.126225471E0,9.134272375E0
5.335449729E1,4.286143482E-1,1.268195957E-1,9.219545364E0,9.230374326E0
5.335688542E1,4.501497746E-1,1.435693651E-1,9.341878891E0,9.353819979E0
5.335927349E1,4.549354017E-1,1.794617027E-1,9.449555397E0,9.462202171E0
5.336166162E1,4.094717801E-1,2.081755698E-1,9.557232857E0,9.568265469E0
5.336404974E1,3.424727321E-1,2.775674164E-1,9.681659698E0,9.691690552E0
5.336643781E1,2.703889608E-1,3.233301640E-1,9.774979591E0,9.784062479E0
5.336882594E1,2.225325108E-1,3.520440459E-1,9.870991707E0,9.879773935E0
5.337121406E1,1.531406492E-1,4.070789516E-1,9.976275444E0,9.985751703E0
5.337360219E1,8.135596663E-2,4.238287210E-1,1.004327488E1,1.005254296E1
5.337599031E1,3.828516230E-2,4.214358926E-1,1.006480980E1,1.007370191E1
5.337837839E1,-2.392822644E-3,4.166502357E-1,1.006480980E1,1.007343037E1
5.338076651E1,0.000000000E0,4.094717801E-1,1.012941647E1,1.013768934E1
5.338315464E1,3.589234129E-2,3.999004960E-1,1.019402313E1,1.020192709E1
5.338554276E1,9.332008660E-2,3.951148391E-1,1.026819992E1,1.027622275E1
5.338793084E1,1.148554832E-1,3.759722710E-1,1.026102161E1,1.026854963E1
5.339031896E1,1.555334777E-1,3.017947674E-1,1.022512913E1,1.023076421E1
5.339270709E1,1.794617027E-1,2.273181528E-1,1.013898754E1,1.014312321E1
5.339509516E1,2.057827413E-1,1.531406492E-1,9.985847473E0,9.989141522E0
5.339748328E1,2.129612118E-1,7.417750359E-2,9.844670296E0,9.847252815E0
5.339987141E1,2.512463629E-1,-3.110669367E-2,9.700801849E0,9.704104744E0
5.340225953E1,3.113660514E-1,-1.220339537E-1,9.526125908E0,9.531994331E0
5.340464760E1,3.329014480E-1,-2.129612118E-1,9.411270142E0,9.419563765E0
5.340703573E1,3.376871049E-1,-2.608176768E-1,9.495018959E0,9.504601174E0
5.340942386E1,3.041875660E-1,-3.424727321E-1,9.693623543E0,9.704439965E0
5.341181198E1,2.249253243E-1,-4.334000051E-1,9.935597420E0,9.947588806E0
5.341420005E1,1.339980662E-1,-5.147559643E-1,1.013659477E1,1.015054101E1
5.341658818E1,6.221338734E-2,-5.003990531E-1,1.007677460E1,1.008938333E1
5.341897630E1,4.785645287E-3,-5.003990531E-1,1.012941647E1,1.014177007E1
5.342136443E1,-2.871387079E-2,-5.003990531E-1,1.017248726E1,1.018482797E1
5.342375250E1,-8.614161611E-2,-4.956133962E-1,1.022273636E1,1.023510585E1
5.342614063E1,-9.810572863E-2,-4.740779996E-1,1.018445110E1,1.019595111E1
5.342852875E1,-1.076770201E-1,-4.668995142E-1,1.017727280E1,1.018854607E1
5.343091688E1,-9.810572863E-2,-4.453641176E-1,1.018923664E1,1.019943710E1
5.343330495E1,-7.896314561E-2,-4.094717801E-1,1.020120144E1,1.020972150E1
5.343569307E1,-1.914258115E-2,-3.735794425E-1,1.018684387E1,1.019370963E1
5.343808120E1,3.828516230E-2,-3.257229924E-1,1.016052341E1,1.016581513E1
5.344046932E1,1.004985496E-1,-2.703889608E-1,1.016530895E1,1.016940098E1
5.344285740E1,1.627119333E-1,-2.057827413E-1,1.017248726E1,1.017586943E1
5.344524552E1,2.009970993E-1,-1.459621787E-1,1.017488003E1,1.017791179E1
5.344763365E1,2.273181528E-1,-1.100698411E-1,1.015095139E1,1.015409292E1
5.345002177E1,2.129612118E-1,-8.374879509E-2,1.006720352E1,1.006980402E1
5.345240985E1,2.105683982E-1,-1.914258115E-2,9.981060982E0,9.983300246E0
5.345479797E1,1.938186288E-1,-7.178467698E-3,9.916455269E0,9.918351793E0
5.345718610E1,1.866401732E-1,1.435693540E-2,9.873384476E0,9.875158818E0
5.345957422E1,1.507478207E-1,4.546362907E-2,9.835099220E0,9.836359516E0
5.346196229E1,1.220339537E-1,6.221338734E-2,9.851848602E0,9.852800804E0
5.346435042E1,1.100698411E-1,7.896314561E-2,9.849455833E0,9.850387341E0
5.346673854E1,7.178468257E-2,6.939185411E-2,9.851848602E0,9.852354498E0
5.346912667E1,3.589234129E-2,8.853443712E-2,9.842277527E0,9.842741159E0
5.347151474E1,1.435693540E-2,1.196411327E-1,9.856635094E0,9.857371632E0
5.347390287E1,-1.435693540E-2,1.196411327E-1,9.890133858E0,9.890867902E0
5.347629099E1,-3.589234129E-2,9.810572863E-2,9.952347755E0,9.952896003E0
5.347867912E1,-6.221338734E-2,7.178468257E-2,1.003131104E1,1.003176079E1
5.348106719E1,-9.092725813E-2,7.417750359E-2,1.007677460E1,1.007745783E1
5.348345531E1,-1.363908947E-1,4.067798331E-2,1.009830952E1,1.009931247E1
5.348584344E1,-1.483550072E-1,2.153540403E-2,1.010548782E1,1.010659968E1
5.348823156E1,-1.555334777E-1,-2.871387079E-2,1.011745262E1,1.011868878E1
5.349061964E1,-1.746760458E-1,-6.221338734E-2,1.011984539E1,1.012154400E1
5.349300776E1,-1.746760458E-1,-1.292124242E-1,1.012463093E1,1.012696198E1
5.349539589E1,-2.057827413E-1,-2.009970993E-1,1.011027431E1,1.011436568E1
5.349778401E1,-2.153540403E-1,-2.608176768E-1,1.008395290E1,1.008962385E1
5.350017208E1,-2.321037948E-1,-3.400799036E-1,1.004327488E1,1.005171114E1
5.350256021E1,-2.632105052E-1,-4.166502357E-1,1.005045319E1,1.006252883E1
5.350494834E1,-2.679961324E-1,-4.812564552E-1,9.988240242E0,1.000341806E1
5.350733641E1,-2.727817893E-1,-5.075774789E-1,9.902098656E0,9.918850870E0
5.350972453E1,-2.656033039E-1,-5.482555032E-1,9.847063065E0,9.865889732E0
5.351211266E1,-2.850449979E-1,-5.841478109E-1,9.806086540E0,9.827604619E0
5.351450078E1,-2.727817893E-1,-5.889334679E-1,9.786943436E0,9.808440974E0
5.351688891E1,-2.608176768E-1,-5.865406394E-1,9.755837440E0,9.776933054E0
5.351927698E1,-2.584248483E-1,-5.817549825E-1,9.777372360E0,9.798072899E0
5.352166511E1,-2.464607358E-1,-5.769693851E-1,9.777372360E0,9.797481658E0
5.352405323E1,-2.392822653E-1,-5.554339290E-1,9.798908234E0,9.817553943E0
5.352644130E1,-2.297109663E-1,-5.171487927E-1,9.798908234E0,9.815233699E0
5.352882943E1,-2.153540403E-1,-4.788636267E-1,9.794121742E0,9.808185787E0
5.353121755E1,-1.746760458E-1,-4.070789516E-1,9.794121742E0,9.804134112E0
5.353360568E1,-1.651047617E-1,-3.544368446E-1,9.779765129E0,9.787578405E0
5.353599375E1,-1.507478207E-1,-3.017947674E-1,9.765408516E0,9.771233723E0
5.353838188E1,-1.483550072E-1,-2.751746178E-1,9.796515465E0,9.801502208E0
5.354077000E1,-1.890329868E-1,-2.153540403E-1,9.729516029E0,9.733734792E0
5.354315813E1,-2.153540403E-1,-1.459621787E-1,9.657731056E0,9.661234469E0
5.354554620E1,-2.608176768E-1,-9.332008660E-2,9.619445801E0,9.623433484E0
5.354793432E1,-2.826521695E-1,-4.307080805E-2,9.600303650E0,9.604560246E0
5.355032245E1,-3.017947674E-1,1.196411345E-2,9.528518677E0,9.533304327E0
5.355271057E1,-2.898306549E-1,6.460621208E-2,9.432806015E0,9.437478746E0
5.355509865E1,-2.512463629E-1,1.220339537E-1,9.334700584E0,9.338878521E0
5.355748677E1,-1.986042857E-1,1.842473447E-1,9.265308380E0,9.269268047E0
5.355987490E1,-1.316052526E-1,2.033899277E-1,9.202795982E0,9.205983994E0
5.356226302E1,-4.067798331E-2,2.321037948E-1,9.176474571E0,9.179499574E0
5.356465110E1,4.546362907E-2,2.560320199E-1,9.188439369E0,9.192118220E0
5.356703922E1,1.435693651E-1,3.041875660E-1,9.200403214E0,9.206549925E0
5.356942734E1,2.273181528E-1,3.305086195E-1,9.248259544E0,9.256954904E0
5.357181547E1,2.703889608E-1,3.735794425E-1,9.296415329E0,9.307846677E0
5.357420360E1,3.376871049E-1,4.094717801E-1,9.341878891E0,9.356943995E0
5.357659167E1,3.999004960E-1,4.286143482E-1,9.377771378E0,9.396075068E0
5.357897979E1,4.381856322E-1,4.764707983E-1,9.399306297E0,9.421570460E0
5.358136792E1,4.692923427E-1,5.099703074E-1,9.444769859E0,9.470162761E0
5.358375599E1,4.812564552E-1,5.482555032E-1,9.533304214E0,9.561175718E0
5.358614412E1,4.764707983E-1,5.602195859E-1,9.605089188E0,9.633203450E0
5.358853224E1,4.645066857E-1,5.913262963E-1,9.691230774E0,9.720359415E0
5.359092037E1,4.788636267E-1,5.841478109E-1,9.755837440E0,9.785034655E0
5.359330844E1,4.668995142E-1,5.697908998E-1,9.808479309E0,9.836103049E0
5.359569656E1,4.812564552E-1,5.602195859E-1,9.844670296E0,9.872334425E0
5.359808469E1,4.788636267E-1,5.267201066E-1,9.902098656E0,9.927653410E0
5.360047281E1,4.716851711E-1,4.788636267E-1,9.916455269E0,9.939209343E0
5.360286089E1,4.645066857E-1,4.334000051E-1,9.940383911E0,9.960664352E0
5.360524901E1,4.597210586E-1,4.118646085E-1,9.964311600E0,9.983410317E0
5.360763714E1,4.477569461E-1,3.783650696E-1,1.000259686E1,1.001975999E1
5.361002526E1,4.381856322E-1,3.185445070E-1,1.007198906E1,1.008654752E1
5.361241334E1,4.334000051E-1,2.751746178E-1,1.011266708E1,1.012568971E1
5.361480146E1,4.429712892E-1,2.488535494E-1,1.014138031E1,1.015409997E1
5.361718959E1,4.453641176E-1,2.009970993E-1,1.017727280E1,1.018899556E1
5.361957766E1,4.477569461E-1,1.459621787E-1,1.018445110E1,1.019533401E1
5.362196578E1,4.405784607E-1,7.178468257E-2,1.016770172E1,1.017749580E1
5.362435391E1,4.334000051E-1,-1.435693540E-2,1.018205833E1,1.019128812E1
5.362674203E1,4.190430641E-1,-1.196411327E-1,1.021077251E1,1.022006783E1
5.362913016E1,3.903291821E-1,-1.962114573E-1,1.023230743E1,1.024162933E1
5.363151823E1,3.520440459E-1,-2.874378264E-1,1.027059269E1,1.028064345E1
5.363390636E1,3.448655605E-1,-3.640081584E-1,1.034237766E1,1.035452606E1
5.363629448E1,3.472583890E-1,-4.238287210E-1,1.037587738E1,1.039033448E1
5.363868255E1,3.424727321E-1,-4.597210586E-1,1.033041382E1,1.034630759E1
5.364107068E1,3.089732230E-1,-4.692923427E-1,1.028734303E1,1.030267569E1
5.364345880E1,2.632105052E-1,-4.788636267E-1,1.024666500E1,1.026122477E1
5.364584693E1,2.297109663E-1,-4.716851711E-1,1.025623608E1,1.026964617E1
5.364823500E1,2.105683982E-1,-4.764707983E-1,1.027059269E1,1.028379491E1
5.365062313E1,2.009970993E-1,-4.549354017E-1,1.026580715E1,1.027784815E1
5.365301125E1,1.818545163E-1,-4.214358926E-1,1.024427223E1,1.025454986E1
5.365539938E1,1.651047617E-1,-3.687937856E-1,1.023470020E1,1.024267332E1
5.365778745E1,1.579262912E-1,-3.520440459E-1,1.028255749E1,1.028979418E1
5.366017557E1,1.220339537E-1,-3.520440459E-1,1.031127071E1,1.031800034E1
5.366256370E1,7.178468257E-2,-3.233301640E-1,1.027059269E1,1.027593157E1
5.366495182E1,1.196411345E-2,-2.970091105E-1,1.025623608E1,1.026054268E1
5.366733990E1,-4.067798331E-2,-2.512463629E-1,1.021077251E1,1.021394413E1
5.366972802E1,-8.374879509E-2,-2.464607358E-1,1.015573788E1,1.015907321E1
5.367211615E1,-1.100698411E-1,-1.890329868E-1,1.008634567E1,1.008871735E1
5.367450427E1,-1.076770201E-1,-1.435693651E-1,9.985847473E0,9.987459950E0
5.367689235E1,-8.374879509E-2,-9.810572863E-2,9.878170013E0,9.879012168E0
5.367928047E1,-4.785645381E-2,-3.828516230E-2,9.808479309E0,9.808670774E0
5.368166860E1,9.571290575E-3,2.392822644E-3,9.779765129E0,9.779770105E0
5.368405672E1,7.417750359E-2,5.024927482E-2,9.803693771E0,9.804103164E0
5.368644479E1,1.076770201E-1,9.810572863E-2,9.786943436E0,9.788027426E0
5.368883292E1,1.698904037E-1,1.411765367E-1,9.767801285E0,9.770298639E0
5.369122104E1,1.986042857E-1,1.435693651E-1,9.774979591E0,9.778051024E0
5.369360917E1,2.177468538E-1,1.220339537E-1,9.772586823E0,9.775774096E0
5.369599724E1,1.962114573E-1,1.076770201E-1,9.767801285E0,9.770365153E0
5.369838537E1,1.555334777E-1,1.004985496E-1,9.746265411E0,9.748024420E0
5.370077349E1,1.387837082E-1,8.374879509E-2,9.722337723E0,9.723688887E0
5.370316162E1,1.052841991E-1,7.417750359E-2,9.710372925E0,9.711226977E0
5.370554969E1,2.632104978E-2,4.546362907E-2,9.724730492E0,9.724872383E0
5.370793781E1,-5.742774159E-2,2.632104978E-2,9.731908798E0,9.732113830E0
5.371032594E1,-1.076770201E-1,2.632104978E-2,9.717552185E0,9.718184378E0
5.371271406E1,-1.507478207E-1,1.196411345E-2,9.719944954E0,9.721121229E0
5.371510214E1,-1.962114573E-1,7.178467698E-3,9.734301567E0,9.736281501E0
5.371749026E1,-2.201396823E-1,-2.632104978E-2,9.786943436E0,9.789454331E0
5.371987839E1,-2.703889608E-1,-5.982056633E-2,9.830313683E0,9.834213532E0
5.372226646E1,-3.161516786E-1,-1.004985496E-1,9.849455833E0,9.855040946E0
5.372465458E1,-3.592225015E-1,-1.292124242E-1,9.813264847E0,9.820687532E0
5.372704271E1,-4.070789516E-1,-1.579262912E-1,9.806086540E0,9.815802933E0
5.372943084E1,-4.549354017E-1,-1.746760458E-1,9.739087105E0,9.751271485E0
5.373181896E1,-5.027918816E-1,-2.153540403E-1,9.688838005E0,9.704264986E0
5.373420703E1,-5.171487927E-1,-2.344966233E-1,9.650552750E0,9.667243656E0
5.373659516E1,-5.291129351E-1,-2.656033039E-1,9.629017830E0,9.647201148E0
5.373898328E1,-5.243272781E-1,-2.632105052E-1,9.619445801E0,9.637319979E0
5.374137136E1,-5.267201066E-1,-2.536391914E-1,9.621838570E0,9.639582168E0
5.374375948E1,-5.243272781E-1,-2.416750938E-1,9.614660263E0,9.631978920E0
5.374614761E1,-4.932205677E-1,-2.009970993E-1,9.619445801E0,9.634178941E0
5.374853573E1,-4.310071766E-1,-1.698904037E-1,9.624231339E0,9.635375384E0
5.375092380E1,-3.424727321E-1,-1.316052526E-1,9.631410599E0,9.638396010E0
5.375331193E1,-2.464607358E-1,-1.148554832E-1,9.655338287E0,9.659166223E0
5.375570005E1,-1.292124242E-1,-6.699903309E-2,9.700801849E0,9.701893694E0
5.375808818E1,-1.674975827E-2,0.000000000E0,9.734301567E0,9.734315978E0
5.376047625E1,8.374879509E-2,2.392822690E-2,9.758230209E0,9.758618921E0
5.376286438E1,1.938186288E-1,5.742774159E-2,9.791728973E0,9.793815390E0
5.376525250E1,2.946162820E-1,6.221338734E-2,9.825528145E0,9.830141026E0
5.376764063E1,3.616153300E-1,8.853443712E-2,9.847063065E0,9.854098386E0
5.377002870E1,4.310071766E-1,1.076770201E-1,9.854242325E0,9.864251280E0
5.377241682E1,5.051847100E-1,1.316052526E-1,9.856635094E0,9.870450187E0
5.377480495E1,5.673980713E-1,1.172483116E-1,9.873384476E0,9.890369495E0
5.377719307E1,6.104688644E-1,1.531406492E-1,9.882955551E0,9.902976054E0
5.377958115E1,6.559324861E-1,1.866401732E-1,9.892526627E0,9.916005498E0
5.378196927E1,6.966105103E-1,2.057827413E-1,9.926026344E0,9.952568097E0
5.378435740E1,6.966105103E-1,2.057827413E-1,9.964311600E0,9.990751643E0
5.378674552E1,7.013961077E-1,2.081755698E-1,9.990633011E0,1.001738696E1
5.378913360E1,6.966105103E-1,2.057827413E-1,1.003609657E1,1.006234799E1
5.379152172E1,6.846463680E-1,2.177468538E-1,1.007438183E1,1.009996651E1
5.379390984E1,6.726822853E-1,2.297109663E-1,1.010788059E1,1.013284356E1
5.379629797E1,6.080760360E-1,2.273181528E-1,1.014138031E1,1.016213681E1
5.379868604E1,5.434698462E-1,2.105683982E-1,1.014855862E1,1.016528113E1
5.380107417E1,4.788636267E-1,1.842473447E-1,1.014377308E1,1.015674110E1
5.380346229E1,3.855435550E-1,1.531406492E-1,1.012702370E1,1.013551700E1
5.380585037E1,2.799602449E-1,1.363908947E-1,1.009113121E1,1.009593529E1
5.380823849E1,1.770688742E-1,1.148554832E-1,1.004566765E1,1.004788454E1
5.381062662E1,8.614161611E-2,9.092725813E-2,9.995418549E0,9.996203285E0
5.381301474E1,4.067798331E-2,7.417750359E-2,9.923633575E0,9.923994173E0
5.381540281E1,-1.196411345E-2,6.221338734E-2,9.837491989E0,9.837695984E0
5.381779094E1,-7.178468257E-2,5.264209956E-2,9.786943436E0,9.787348264E0
5.382017906E1,-1.052841991E-1,3.828516230E-2,9.698409081E0,9.699056099E0
5.382256719E1,-1.292124242E-1,4.067798331E-2,9.624231339E0,9.625184643E0
5.382495531E1,-9.571290761E-2,4.307080805E-2,9.547661781E0,9.548238662E0
5.382734339E1,-8.135596663E-2,4.785645381E-2,9.499805450E0,9.500274345E0
5.382973151E1,-7.896314561E-2,3.828516230E-2,9.454340935E0,9.454748196E0
5.383211964E1,-4.785645381E-2,3.110669367E-2,9.401699066E0,9.401872324E0
5.383450776E1,-2.153540403E-2,3.110669367E-2,9.351449966E0,9.351526500E0
5.383689584E1,9.571290575E-3,3.110669367E-2,9.313164711E0,9.313221578E0
5.383928396E1,3.349951655E-2,2.392822690E-2,9.279664993E0,9.279756310E0
5.384167209E1,6.221338734E-2,1.914258115E-2,9.257830620E0,9.258059447E0
5.384406016E1,8.614161611E-2,3.110669367E-2,9.274879456E0,9.275331634E0
5.384644828E1,1.124626622E-1,2.153540403E-2,9.313164711E0,9.313868614E0
5.384883641E1,1.172483116E-1,3.589234129E-2,9.368199348E0,9.369001786E0
5.385122453E1,1.100698411E-1,3.589234129E-2,9.430413246E0,9.431123879E0
5.385361260E1,1.124626622E-1,4.067798331E-2,9.492626190E0,9.493379511E0
5.385600073E1,1.076770201E-1,2.392822690E-2,9.550054550E0,9.550691536E0
5.385838886E1,8.853443712E-2,1.196411345E-2,9.614660263E0,9.615075323E0
5.386077698E1,7.896314561E-2,-2.392822644E-3,9.698409081E0,9.698730824E0
5.386316505E1,7.896314561E-2,-2.392822644E-3,9.772586823E0,9.772906124E0
5.386555318E1,6.939185411E-2,-3.589234129E-2,9.835099220E0,9.835409507E0
5.386794130E1,5.982056633E-2,-4.307080805E-2,9.904491425E0,9.904765720E0
5.387032943E1,3.828516230E-2,-3.349951655E-2,9.930811882E0,9.930942181E0
5.387271750E1,2.871387079E-2,-4.067798331E-2,9.961918831E0,9.962043263E0
5.387510563E1,3.828516230E-2,-1.196411345E-2,9.964311600E0,9.964392332E0
5.387749375E1,2.392822690E-2,-1.196411345E-2,9.969097137E0,9.969133033E0
5.387988188E1,1.674975827E-2,-2.392822690E-2,9.957133293E0,9.957176132E0
