"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.796985943E1,-1.555334777E-1,4.785645287E-3,9.796515465E0,9.797751212E0
1.797224755E1,-1.483550072E-1,-2.392822644E-3,9.798908234E0,9.800031505E0
1.797463563E1,-1.579262912E-1,0.000000000E0,9.798908234E0,9.800180778E0
1.797702375E1,-1.746760458E-1,2.392822690E-2,9.798908234E0,9.800494215E0
1.797941188E1,-1.818545163E-1,2.392822690E-2,9.789336205E0,9.791054435E0
1.798179995E1,-1.794617027E-1,2.392822690E-2,9.803693771E0,9.805365400E0
1.798418807E1,-1.866401732E-1,2.632104978E-2,9.798908234E0,9.800720888E0
1.798657620E1,-1.866401732E-1,1.914258115E-2,9.806086540E0,9.807881230E0
1.798896432E1,-1.842473447E-1,1.674975827E-2,9.818050385E0,9.819793327E0
1.799135240E1,-1.746760458E-1,1.674975827E-2,9.818050385E0,9.819618405E0
1.799374052E1,-1.818545163E-1,3.349951655E-2,9.810872078E0,9.812614545E0
1.799612865E1,-2.009970993E-1,5.024927482E-2,9.813264847E0,9.815451685E0
1.799851672E1,-1.890329868E-1,3.828516230E-2,9.818050385E0,9.819944632E0
1.800090484E1,-1.938186288E-1,4.067798331E-2,9.820742607E0,9.822739216E0
1.800329297E1,-1.794617027E-1,5.024927482E-2,9.825528145E0,9.827295397E0
1.800568110E1,-1.962114573E-1,3.349951655E-2,9.815657616E0,9.817675671E0
1.800806917E1,-1.866401732E-1,5.024927482E-2,9.820742607E0,9.822644496E0
1.801045729E1,-1.722832322E-1,6.939185411E-2,9.815657616E0,9.817414689E0
1.801284542E1,-1.794617027E-1,8.135596663E-2,9.825528145E0,9.827503682E0
1.801523349E1,-1.842473447E-1,7.657032460E-2,9.808479309E0,9.810508471E0
1.801762162E1,-1.746760458E-1,7.657032460E-2,9.810872078E0,9.812725700E0
1.802000974E1,-1.818545163E-1,7.657032460E-2,9.823135376E0,9.825116930E0
1.802239787E1,-1.818545163E-1,7.657032460E-2,9.820742607E0,9.822724644E0
1.802478594E1,-1.722832322E-1,8.614161611E-2,9.830313683E0,9.832200618E0
1.802717406E1,-1.579262912E-1,8.614161611E-2,9.835099220E0,9.836744266E0
1.802956219E1,-1.483550072E-1,9.092725813E-2,9.835099220E0,9.836638331E0
1.803195031E1,-1.531406492E-1,1.004985496E-1,9.823135376E0,9.824843033E0
1.803433839E1,-1.603191197E-1,1.100698411E-1,9.818050385E0,9.819976117E0
1.803672651E1,-1.722832322E-1,1.196411327E-1,9.810872078E0,9.813114003E0
1.803911464E1,-1.770688742E-1,1.172483116E-1,9.798908234E0,9.801209268E0
1.804150271E1,-1.674975902E-1,9.810572863E-2,9.801301003E0,9.803223017E0
1.804389084E1,-1.531406492E-1,8.614161611E-2,9.789336205E0,9.790912918E0
1.804627896E1,-1.698904037E-1,1.028913707E-1,9.806086540E0,9.808097808E0
1.804866703E1,-1.627119333E-1,1.004985496E-1,9.801301003E0,9.803166655E0
1.805105516E1,-1.674975902E-1,9.332008660E-2,9.791728973E0,9.793606096E0
1.805344328E1,-1.579262912E-1,7.178468257E-2,9.803693771E0,9.805228468E0
1.805583141E1,-1.627119333E-1,7.417750359E-2,9.830313683E0,9.831940021E0
1.805821948E1,-1.651047617E-1,4.785645381E-2,9.827920914E0,9.829424160E0
1.806060760E1,-1.674975902E-1,7.657032460E-2,9.818050385E0,9.819777585E0
1.806299573E1,-1.627119333E-1,6.221338734E-2,9.801301003E0,9.802848924E0
1.806538380E1,-1.555334777E-1,4.067798331E-2,9.798908234E0,9.800226933E0
1.806777193E1,-1.674975902E-1,2.392822690E-2,9.803693771E0,9.805153725E0
1.807016005E1,-1.890329868E-1,2.871387079E-2,9.808479309E0,9.810342721E0
1.807254818E1,-1.986042857E-1,2.632104978E-2,9.813264847E0,9.815309644E0
1.807493625E1,-1.914258152E-1,2.392822690E-2,9.818050385E0,9.819945507E0
1.807732438E1,-1.770688742E-1,1.674975827E-2,9.806086540E0,9.807699382E0
1.807971250E1,-1.746760458E-1,9.571290575E-3,9.796515465E0,9.798077290E0
1.808210063E1,-1.818545163E-1,0.000000000E0,9.798908234E0,9.800595576E0
1.808448870E1,-1.627119333E-1,-7.178467698E-3,9.810872078E0,9.812223888E0
1.808687682E1,-1.603191197E-1,-1.674975827E-2,9.794121742E0,9.795448100E0
1.808926495E1,-1.770688742E-1,-4.785645287E-3,9.801301003E0,9.802901490E0
1.809165302E1,-1.866401732E-1,-2.153540403E-2,9.801301003E0,9.803101533E0
1.809404115E1,-1.674975902E-1,-4.546362907E-2,9.806086540E0,9.807622322E0
1.809642927E1,-1.770688742E-1,-2.392822690E-2,9.796515465E0,9.798144783E0
1.809881734E1,-1.651047617E-1,-1.196411345E-2,9.796515465E0,9.797913960E0
1.810120547E1,-1.627119333E-1,-7.178467698E-3,9.786943436E0,9.788298551E0
1.810359360E1,-1.603191197E-1,4.785645287E-3,9.794121742E0,9.795434948E0
1.810598172E1,-1.507478207E-1,-2.392822644E-3,9.813264847E0,9.814422937E0
1.810836979E1,-1.531406492E-1,-4.785645287E-3,9.808479309E0,9.809675903E0
1.811075792E1,-1.435693651E-1,-1.196411345E-2,9.813264847E0,9.814322302E0
1.811314604E1,-1.555334777E-1,0.000000000E0,9.813264847E0,9.814497319E0
1.811553417E1,-1.507478207E-1,-2.392822644E-3,9.810872078E0,9.812030450E0
1.811792224E1,-1.411765367E-1,-4.785645287E-3,9.794121742E0,9.795140347E0
1.812031037E1,-1.483550072E-1,1.674975827E-2,9.806086540E0,9.807223001E0
1.812269849E1,-1.435693651E-1,1.196411345E-2,9.801301003E0,9.802359749E0
1.812508656E1,-1.483550072E-1,1.674975827E-2,9.794121742E0,9.795259591E0
1.812747469E1,-1.627119333E-1,2.871387079E-2,9.806086540E0,9.807478417E0
1.812986281E1,-1.603191197E-1,3.589234129E-2,9.810872078E0,9.812247521E0
1.813225094E1,-1.674975902E-1,5.982056633E-2,9.818050385E0,9.819661262E0
1.813463901E1,-1.698904037E-1,6.699903309E-2,9.825528145E0,9.827225190E0
1.813702714E1,-1.651047617E-1,6.939185411E-2,9.820742607E0,9.822375485E0
1.813941526E1,-1.722832322E-1,6.699903309E-2,9.810872078E0,9.812613378E0
1.814180334E1,-1.698904037E-1,7.417750359E-2,9.798908234E0,9.800661591E0
1.814419146E1,-1.698904037E-1,7.657032460E-2,9.810872078E0,9.812641678E0
1.814657958E1,-1.746760458E-1,9.332008660E-2,9.813264847E0,9.815262977E0
1.814896771E1,-1.627119333E-1,1.076770201E-1,9.823135376E0,9.825072932E0
1.815135578E1,-1.770688742E-1,8.614161611E-2,9.810872078E0,9.812847940E0
1.815374391E1,-1.938186288E-1,1.028913707E-1,9.803693771E0,9.806149288E0
1.815613203E1,-1.818545163E-1,9.332008660E-2,9.806086540E0,9.808216603E0
1.815852016E1,-1.698904037E-1,9.571290761E-2,9.825528145E0,9.827462899E0
1.816090823E1,-1.698904037E-1,1.148554832E-1,9.810872078E0,9.813015106E0
1.816329636E1,-1.818545163E-1,1.244267747E-1,9.818050385E0,9.820522717E0
1.816568448E1,-1.722832322E-1,1.268195957E-1,9.818050385E0,9.820380750E0
1.816807255E1,-1.579262912E-1,1.004985496E-1,9.820742607E0,9.822526458E0
1.817046068E1,-1.674975902E-1,1.028913707E-1,9.818050385E0,9.820018097E0
1.817284880E1,-1.674975902E-1,1.004985496E-1,9.810872078E0,9.812816432E0
1.817523693E1,-1.579262912E-1,9.571290761E-2,9.825528145E0,9.827263352E0
1.817762500E1,-1.674975902E-1,8.614161611E-2,9.810872078E0,9.812679896E0
1.818001313E1,-1.627119333E-1,8.135596663E-2,9.798908234E0,9.800596744E0
1.818240125E1,-1.818545163E-1,6.460621208E-2,9.813264847E0,9.815162351E0
1.818478932E1,-1.722832322E-1,7.417750359E-2,9.815657616E0,9.817449681E0
1.818717745E1,-1.483550072E-1,7.417750359E-2,9.813264847E0,9.814666498E0
1.818956557E1,-1.555334777E-1,6.460621208E-2,9.820742607E0,9.822186619E0
1.819195370E1,-1.603191197E-1,5.503492057E-2,9.794121742E0,9.795588383E0
1.819434177E1,-1.674975902E-1,3.110669367E-2,9.813264847E0,9.814743503E0
1.819672990E1,-1.842473447E-1,3.349951655E-2,9.813264847E0,9.815051516E0
1.819911802E1,-1.698904037E-1,2.392822690E-2,9.806086540E0,9.807587295E0
1.820150615E1,-1.794617027E-1,3.349951655E-2,9.801301003E0,9.803001074E0
1.820389422E1,-1.674975902E-1,1.435693540E-2,9.803693771E0,9.805135039E0
1.820628234E1,-1.794617027E-1,9.571290575E-3,9.801301003E0,9.802948508E0
1.820867047E1,-2.009970993E-1,0.000000000E0,9.796515465E0,9.798577197E0
1.821105854E1,-2.057827413E-1,-7.178467698E-3,9.820742607E0,9.822900968E0
1.821344667E1,-2.057827413E-1,-2.871387079E-2,9.825528145E0,9.827724780E0
1.821583479E1,-2.033899277E-1,-4.785645287E-3,9.798908234E0,9.801019995E0
1.821822287E1,-2.009970993E-1,-2.392822644E-3,9.748658180E0,9.750730325E0
1.822061099E1,-1.866401732E-1,0.000000000E0,9.770194054E0,9.771976586E0
1.822299912E1,-1.914258152E-1,2.392822644E-3,9.815657616E0,9.817524331E0
1.822538719E1,-1.746760458E-1,9.571290575E-3,9.808479309E0,9.810039230E0
1.822777531E1,-1.722832322E-1,0.000000000E0,9.808479309E0,9.809992246E0
1.823016344E1,-1.674975902E-1,2.392822644E-3,9.827920914E0,9.829348435E0
1.823255156E1,-1.794617027E-1,4.785645287E-3,9.808479309E0,9.810122107E0
1.823493964E1,-1.698904037E-1,0.000000000E0,9.789336205E0,9.790810287E0
1.823732776E1,-1.627119333E-1,4.785645287E-3,9.777372360E0,9.778727338E0
1.823971589E1,-1.627119333E-1,1.674975827E-2,9.789336205E0,9.790702684E0
1.824210401E1,-1.435693651E-1,1.435693540E-2,9.803693771E0,9.804755471E0
1.824449208E1,-1.459621787E-1,1.674975827E-2,9.798908234E0,9.800009596E0
1.824688021E1,-1.507478207E-1,2.153540403E-2,9.803693771E0,9.804876350E0
1.824926834E1,-1.459621787E-1,2.392822690E-2,9.808479309E0,9.809594481E0
1.825165646E1,-1.531406492E-1,5.503492057E-2,9.818050385E0,9.819398874E0
1.825404453E1,-1.459621787E-1,4.785645381E-2,9.830313683E0,9.831513734E0
1.825643266E1,-1.531406492E-1,5.024927482E-2,9.830313683E0,9.831634866E0
1.825882078E1,-1.531406492E-1,6.699903309E-2,9.815657616E0,9.817080796E0
1.826120886E1,-1.579262912E-1,6.460621208E-2,9.791728973E0,9.793215558E0
1.826359698E1,-1.507478207E-1,6.460621208E-2,9.796515465E0,9.797888248E0
1.826598511E1,-1.579262912E-1,7.657032460E-2,9.815657616E0,9.817226602E0
1.826837323E1,-1.531406492E-1,9.571290761E-2,9.832706451E0,9.834364706E0
1.827076130E1,-1.531406492E-1,7.896314561E-2,9.820742607E0,9.822253947E0
1.827314943E1,-1.746760458E-1,8.614161611E-2,9.810872078E0,9.812805054E0
1.827553755E1,-1.818545163E-1,1.004985496E-1,9.827920914E0,9.830117014E0
1.827792563E1,-1.866401732E-1,1.124626622E-1,9.815657616E0,9.818076025E0
1.828031375E1,-1.722832322E-1,9.810572863E-2,9.810872078E0,9.812875072E0
1.828270188E1,-1.603191197E-1,1.076770201E-1,9.789336205E0,9.791240978E0
1.828509000E1,-1.698904037E-1,1.052841991E-1,9.789336205E0,9.791376351E0
1.828747807E1,-1.866401732E-1,1.004985496E-1,9.823135376E0,9.825422287E0
1.828986620E1,-1.770688742E-1,1.076770201E-1,9.842277527E0,9.844459083E0
1.829225432E1,-1.722832322E-1,9.571290761E-2,9.827920914E0,9.829896844E0
1.829464240E1,-1.770688742E-1,8.374879509E-2,9.825528145E0,9.827480378E0
1.829703052E1,-1.746760458E-1,5.982056633E-2,9.827920914E0,9.829655116E0
1.829941865E1,-1.698904037E-1,8.135596663E-2,9.803693771E0,9.805503205E0
1.830180677E1,-1.579262912E-1,7.178468257E-2,9.803693771E0,9.805228468E0
1.830419484E1,-1.698904037E-1,6.699903309E-2,9.827920914E0,9.829617546E0
1.830658297E1,-1.842473447E-1,6.699903309E-2,9.827920914E0,9.829876166E0
1.830897110E1,-1.746760458E-1,4.546362907E-2,9.835099220E0,9.836755326E0
1.831135922E1,-1.555334777E-1,5.742774159E-2,9.820742607E0,9.822142025E0
1.831374729E1,-1.674975902E-1,4.307080805E-2,9.803693771E0,9.805219126E0
1.831613542E1,-1.627119333E-1,2.871387079E-2,9.808479309E0,9.809870846E0
1.831852354E1,-1.579262912E-1,1.674975827E-2,9.808479309E0,9.809764912E0
1.832091162E1,-1.555334777E-1,1.914258115E-2,9.796515465E0,9.797768744E0
1.832329974E1,-1.555334777E-1,-9.571290575E-3,9.813264847E0,9.814501986E0
1.832568787E1,-1.531406492E-1,-1.674975827E-2,9.813264847E0,9.814473983E0
1.832807599E1,-1.627119333E-1,-1.674975827E-2,9.818050385E0,9.819412868E0
1.833046406E1,-1.698904037E-1,2.392822644E-3,9.810872078E0,9.812343217E0
1.833285219E1,-1.674975902E-1,0.000000000E0,9.813264847E0,9.814694208E0
1.833524031E1,-1.555334777E-1,-1.196411345E-2,9.820742607E0,9.821981427E0
1.833762839E1,-1.579262912E-1,7.178467698E-3,9.823135376E0,9.824407405E0
1.834001651E1,-1.651047617E-1,9.571290575E-3,9.815657616E0,9.817050760E0
1.834240464E1,-1.603191197E-1,-7.178467698E-3,9.806086540E0,9.807399604E0
1.834479276E1,-1.411765367E-1,-4.785645287E-3,9.798908234E0,9.799926341E0
1.834718084E1,-1.651047617E-1,2.392822644E-3,9.784550667E0,9.785943851E0
1.834956896E1,-1.651047617E-1,9.571290575E-3,9.791728973E0,9.793125522E0
1.835195709E1,-1.579262912E-1,0.000000000E0,9.791728973E0,9.793002451E0
1.835434521E1,-1.531406492E-1,0.000000000E0,9.803693771E0,9.804889781E0
1.835673328E1,-1.579262912E-1,1.914258115E-2,9.794121742E0,9.795413613E0
1.835912141E1,-1.698904037E-1,3.110669367E-2,9.786943436E0,9.788467305E0
1.836150953E1,-1.722832322E-1,3.589234129E-2,9.786943436E0,9.788525506E0
1.836389761E1,-1.746760458E-1,3.589234129E-2,9.832706451E0,9.834323370E0
1.836628573E1,-1.627119333E-1,1.674975827E-2,1.018923664E1,1.019054950E1
1.836867386E1,-7.178468257E-2,1.435693540E-2,1.026341438E1,1.026367546E1
1.837106198E1,-1.746760458E-1,5.024927482E-2,9.772586823E0,9.774276951E0
1.837345005E1,-1.938186288E-1,6.939185411E-2,9.423234940E0,9.425483416E0
1.837583818E1,-1.842473447E-1,8.614161611E-2,9.456734657E0,9.458921600E0
1.837822630E1,-1.818545163E-1,6.939185411E-2,9.657731056E0,9.659692306E0
1.838061438E1,-1.531406492E-1,7.178468257E-2,9.777372360E0,9.778835072E0
1.838300250E1,-1.483550072E-1,8.135596663E-2,9.796515465E0,9.797976488E0
1.838539063E1,-1.651047617E-1,8.614161611E-2,9.791728973E0,9.793499694E0
1.838777875E1,-1.674975902E-1,9.092725813E-2,9.818050385E0,9.819900028E0
1.839016682E1,-1.603191197E-1,9.092725813E-2,9.844670296E0,9.846395443E0
1.839255495E1,-1.627119333E-1,8.135596663E-2,9.856635094E0,9.858313717E0
1.839494307E1,-1.698904037E-1,8.614161611E-2,9.885348320E0,9.887183347E0
1.839733115E1,-1.890329868E-1,7.178468257E-2,9.866206169E0,9.868278000E0
1.839971927E1,-1.818545163E-1,6.939185411E-2,9.818050385E0,9.819979615E0
1.840210740E1,-1.818545163E-1,7.896314561E-2,9.810872078E0,9.812875072E0
1.840449552E1,-1.698904037E-1,7.417750359E-2,9.801301003E0,9.803053932E0
1.840688360E1,-1.842473447E-1,6.460621208E-2,9.791728973E0,9.793675374E0
1.840927172E1,-1.938186288E-1,6.939185411E-2,9.796515465E0,9.798678285E0
1.841165985E1,-1.890329868E-1,7.178468257E-2,9.818050385E0,9.820132375E0
1.841404792E1,-2.009970993E-1,5.982056633E-2,9.810872078E0,9.813113128E0
1.841643604E1,-2.057827413E-1,6.460621208E-2,9.806086540E0,9.808458275E0
1.841882417E1,-2.201396823E-1,5.742774159E-2,9.810872078E0,9.813509584E0
1.842121229E1,-2.249253243E-1,5.982056633E-2,9.808479309E0,9.811240302E0
1.842360037E1,-2.201396823E-1,4.307080805E-2,9.815657616E0,9.818220358E0
1.842598849E1,-2.081755698E-1,3.589234129E-2,9.849455833E0,9.851720943E0
1.842837662E1,-1.914258152E-1,4.546362907E-2,9.873384476E0,9.875344642E0
1.843076474E1,-1.866401732E-1,4.785645381E-2,9.995418549E0,9.997275467E0
1.843315281E1,-1.794617027E-1,1.196411345E-2,1.010070229E1,1.010230351E1
1.843554094E1,-2.033899277E-1,7.178467698E-3,9.995418549E0,9.997490233E0
1.843792906E1,-2.057827413E-1,2.632104978E-2,9.791728973E0,9.793926466E0
1.844031714E1,-2.273181528E-1,1.914258115E-2,9.693623543E0,9.696307409E0
1.844270526E1,-2.225325108E-1,2.871387079E-2,9.717552185E0,9.720142266E0
1.844509339E1,-2.225325108E-1,2.632104978E-2,9.772586823E0,9.775155585E0
1.844748151E1,-2.081755698E-1,2.632104978E-2,9.782157898E0,9.784408158E0
1.844986959E1,-1.483550072E-1,3.349951655E-2,9.672088623E0,9.673284331E0
1.845225771E1,-2.201396823E-1,7.178467698E-3,9.724730492E0,9.727224483E0
1.845464584E1,-2.177468538E-1,1.435693540E-2,9.839884758E0,9.842304195E0
1.845703396E1,-1.866401732E-1,2.871387079E-2,9.835099220E0,9.836911899E0
1.845942203E1,-1.842473447E-1,2.392822690E-2,9.796515465E0,9.798277139E0
1.846181016E1,-1.986042857E-1,3.349951655E-2,9.782157898E0,9.784231141E0
1.846419828E1,-1.890329868E-1,3.828516230E-2,9.770194054E0,9.772097578E0
1.846658636E1,-2.009970993E-1,3.589234129E-2,9.758230209E0,9.760366024E0
1.846897448E1,-1.866401732E-1,5.264209956E-2,9.739087105E0,9.741017574E0
1.847136260E1,-1.938186288E-1,4.546362907E-2,9.727123260E0,9.729160268E0
1.847375073E1,-1.938186288E-1,5.024927482E-2,9.736694336E0,9.738752859E0
1.847613880E1,-1.794617027E-1,4.067798331E-2,9.739087105E0,9.740825367E0
1.847852693E1,-2.009970993E-1,4.785645381E-2,9.763015747E0,9.765201818E0
1.848091505E1,-2.009970993E-1,5.982056633E-2,9.770194054E0,9.772444432E0
1.848330313E1,-2.033899277E-1,5.503492057E-2,9.765408516E0,9.767681393E0
1.848569125E1,-1.938186288E-1,5.503492057E-2,9.753444672E0,9.755525484E0
1.848807938E1,-1.890329868E-1,6.221338734E-2,9.741479874E0,9.743512411E0
1.849046750E1,-1.866401732E-1,6.939185411E-2,9.748658180E0,9.750691570E0
1.849285557E1,-1.794617027E-1,8.614161611E-2,9.808479309E0,9.810499133E0
1.849524370E1,-1.962114573E-1,7.178468257E-2,9.839884758E0,9.842102622E0
1.849763182E1,-3.257229924E-1,-9.332008660E-2,9.823135376E0,9.828977196E0
1.850001990E1,-5.410770178E-1,-7.396813035E-1,9.705587387E0,9.748759885E0
1.850240802E1,6.176473498E-1,-9.577272534E-1,9.866206169E0,9.931805169E0
1.850479615E1,3.257229924E-1,-7.061817646E-1,1.002652550E1,1.005663968E1
1.850718427E1,2.297109663E-1,-6.918248534E-1,9.868598938E0,9.895485524E0
1.850957235E1,3.448655605E-1,-8.353942037E-1,9.303593636E0,9.347388420E0
1.851196047E1,-4.546362907E-2,-9.840483069E-1,9.236295700E0,9.288680007E0
1.851434860E1,-2.488535494E-1,-9.984052777E-1,9.566803932E0,9.621978937E0
1.851673672E1,-1.603191197E-1,-8.859425783E-1,9.859027863E0,9.900051862E0
1.851912479E1,1.435693540E-2,-7.492526174E-1,9.954740524E0,9.982907618E0
1.852151292E1,5.982056633E-2,-6.655037999E-1,9.935597420E0,9.958040465E0
1.852390104E1,1.292124242E-1,-6.152545214E-1,9.894919395E0,9.914870842E0
1.852628912E1,3.951148391E-1,-5.051847100E-1,9.789336205E0,9.810322658E0
1.852867724E1,1.507478207E-1,-4.310071766E-1,9.722337723E0,9.733054140E0
1.853106537E1,-1.627119333E-1,-3.664009571E-1,9.856635094E0,9.864784853E0
1.853345349E1,8.787640929E-1,-3.110669367E-2,1.004088211E1,1.007931087E1
1.853584156E1,1.898405671E0,4.381856322E-1,1.016052341E1,1.034563612E1
1.853822969E1,2.341377020E0,7.205387354E-1,1.011984539E1,1.041213202E1
1.854061781E1,2.679064035E0,8.572286963E-1,9.921240807E0,1.031228608E1
1.854300589E1,2.832204819E0,9.361918569E-1,9.763015747E0,1.020854132E1
1.854539401E1,3.002095222E0,9.840483069E-1,9.664909363E0,1.016815616E1
1.854778214E1,3.124428272E0,1.041476011E0,9.624231339E0,1.017214595E1
1.855017026E1,3.126821041E0,1.070189953E0,9.691230774E0,1.023925145E1
1.855255834E1,2.959024191E0,1.029511929E0,9.782157898E0,1.027162753E1
1.855494646E1,2.595315218E0,9.194421172E-1,9.899705887E0,1.027546649E1
1.855733458E1,2.358126640E0,8.476574421E-1,9.918848038E0,1.023048536E1
1.855972266E1,1.891227245E0,6.822535396E-1,9.935597420E0,1.013697719E1
1.856211078E1,1.654337764E0,5.602195859E-1,9.887741089E0,1.004082184E1
1.856449891E1,1.745265007E0,5.123631358E-1,9.779765129E0,9.947475655E0
1.856688703E1,1.869691849E0,4.692923427E-1,9.693623543E0,9.883436665E0
1.856927511E1,1.888834357E0,3.807578981E-1,9.755837440E0,9.944296655E0
1.857166323E1,1.953440547E0,3.281157911E-1,9.779765129E0,9.978346352E0
1.857405136E1,2.226521492E0,3.903291821E-1,9.758230209E0,1.001662676E1
1.857643948E1,2.166700840E0,3.807578981E-1,9.851848602E0,1.009447819E1
1.857882755E1,2.085345030E0,3.879363835E-1,9.985847473E0,1.020863890E1
1.858121568E1,2.145165443E0,4.262215197E-1,9.899705887E0,1.013842079E1
1.858360380E1,2.221735716E0,4.980062246E-1,9.710372925E0,9.973738623E0
1.858599188E1,1.872084618E0,4.908277392E-1,9.801301003E0,9.990551237E0
1.858838000E1,1.742872238E0,3.759722710E-1,9.820742607E0,9.981279685E0
1.859076813E1,1.802692771E0,3.041875660E-1,9.779765129E0,9.949172693E0
1.859315625E1,1.948654890E0,2.368894368E-1,9.703194618E0,9.899765567E0
1.859554432E1,2.049452543E0,1.483550072E-1,9.700801849E0,9.916038597E0
1.859793245E1,2.111665964E0,1.339980662E-1,9.691230774E0,9.919528343E0
1.860032057E1,1.936690807E0,1.076770201E-1,9.751050949E0,9.942100394E0
1.860270870E1,1.769193292E0,7.657032460E-2,9.823135376E0,9.981477673E0
1.860509677E1,1.821835399E0,4.307080805E-2,9.786943436E0,9.955159523E0
1.860748490E1,1.982453585E0,8.135596663E-2,9.743872643E0,9.943832012E0
1.860987302E1,1.917548299E0,9.332008660E-2,9.791728973E0,9.978158969E0
1.861226110E1,2.078166485E0,7.178468257E-2,9.878170013E0,1.009466056E1
1.861464922E1,1.659123421E0,-4.785645381E-2,1.000977516E1,1.014645650E1
1.861703734E1,1.419841170E0,-8.135596663E-2,1.015573788E1,1.025483201E1
1.861942547E1,1.546660781E0,-2.153540403E-2,9.976275444E0,1.009547894E1
1.862181354E1,1.896012783E0,8.853443712E-2,9.724730492E0,9.908233241E0
1.862420167E1,1.984846354E0,1.674975902E-1,9.550054550E0,9.755573402E0
1.862658979E1,1.896012783E0,1.962114573E-1,9.597910881E0,9.785359303E0
1.862897787E1,1.529910922E0,1.746760458E-1,9.899705887E0,1.001874822E1
1.863136599E1,1.429412484E0,1.483550072E-1,9.832706451E0,9.937169890E0
1.863375412E1,1.520339727E0,1.651047617E-1,9.693623543E0,9.813512616E0
1.863614224E1,1.929512382E0,2.033899277E-1,9.626625061E0,9.820198346E0
1.863853031E1,1.987239242E0,1.651047617E-1,9.748658180E0,9.950513339E0
1.864091844E1,1.649552107E0,5.982056633E-2,1.012223816E1,1.025594004E1
1.864330656E1,1.446162224E0,4.785645287E-3,1.004806042E1,1.015159723E1
1.864569464E1,1.285543919E0,-2.153540403E-2,9.894919395E0,9.978101863E0
1.864808276E1,1.354935765E0,-8.853443712E-2,9.859027863E0,9.952091221E0
1.865047089E1,1.283151150E0,-1.962114573E-1,9.830313683E0,9.915646369E0
1.865285901E1,1.383649707E0,-2.440679073E-1,9.679266930E0,9.780708765E0
1.865524709E1,1.319043517E0,-2.225325108E-1,9.854242325E0,9.944621074E0
1.865763521E1,1.003190875E0,-3.137588799E-1,9.930811882E0,9.986283653E0
1.866002334E1,7.229315639E-1,-3.903291821E-1,1.011027431E1,1.014360062E1
1.866241146E1,5.673980713E-1,-4.286143482E-1,9.926026344E0,9.951464707E0
1.866479953E1,4.046861231E-1,-4.812564552E-1,9.760622978E0,9.780855768E0
1.866718766E1,1.555334777E-1,-6.391827464E-1,9.849455833E0,9.871399367E0
1.866957578E1,-1.004985496E-1,-8.883354068E-1,1.017248726E1,1.021169608E1
1.867196386E1,5.982056633E-2,-8.668000102E-1,9.784550667E0,9.823052097E0
1.867435198E1,3.065803945E-1,-5.865406394E-1,9.229117393E0,9.252817372E0
1.867674010E1,4.070789516E-1,-2.994019389E-1,9.152546883E0,9.166486199E0
1.867912823E1,1.156331539E0,-5.503492057E-2,9.332307816E0,9.403834358E0
1.868151630E1,1.390828133E0,5.503492057E-2,9.880562782E0,9.978123703E0
1.868390443E1,1.714158297E0,1.435693651E-1,1.004327488E1,1.018952016E1
1.868629255E1,1.311864972E0,1.531406492E-1,1.027059269E1,1.035516856E1
1.868868068E1,1.304686546E0,1.196411327E-1,1.004088211E1,1.012599795E1
1.869106875E1,1.130010486E0,7.896314561E-2,9.854242325E0,9.919135581E0
1.869345688E1,1.467697620E0,1.028913707E-1,9.528518677E0,9.641441340E0
1.869584500E1,1.225723386E0,1.914258115E-2,9.753444672E0,9.830180427E0
1.869823313E1,1.180259824E0,-1.052841991E-1,9.772586823E0,9.844163307E0
1.870062120E1,1.316650629E0,-1.411765367E-1,9.887741089E0,9.976017418E0
1.870300932E1,1.541875124E0,-1.435693651E-1,9.873384476E0,9.994083853E0
1.870539745E1,1.390828133E0,-1.435693651E-1,9.827920914E0,9.926884937E0
1.870778552E1,1.350150228E0,-1.316052526E-1,1.000259686E1,1.009416512E1
1.871017365E1,1.496411443E0,-8.374879509E-2,9.961918831E0,1.007403037E1
1.871256177E1,1.328614831E0,-9.571290761E-2,1.002652550E1,1.011462268E1
1.871494990E1,1.331007600E0,-1.555334777E-1,9.885348320E0,9.975764798E0
1.871733797E1,1.785943031E0,-2.632104978E-2,9.806086540E0,9.967427880E0
1.871972610E1,1.984846354E0,1.339980662E-1,9.552447319E0,9.757398235E0
1.872211422E1,1.742872238E0,2.512463629E-1,9.518947601E0,9.680448947E0
1.872450229E1,1.802692771E0,3.975076675E-1,9.480662346E0,9.658709649E0
1.872689042E1,2.006381750E0,4.597210586E-1,9.535696983E0,9.755328192E0
1.872927854E1,1.790728688E0,4.884349108E-1,9.770194054E0,9.944946945E0
1.873166667E1,1.187438250E0,4.645066857E-1,1.006959629E1,1.015000224E1
1.873405474E1,6.870391965E-1,4.190430641E-1,1.006959629E1,1.010170230E1
1.873644287E1,3.903291821E-1,2.751746178E-1,1.015813065E1,1.016935082E1
1.873883099E1,4.357928336E-1,1.914258152E-1,9.851848602E0,9.863340211E0
1.874121912E1,-1.531406492E-1,8.374879509E-2,9.878170013E0,9.879711976E0
1.874360719E1,3.616153300E-1,1.292124242E-1,9.473484039E0,9.481263700E0
1.874599531E1,-1.411765367E-1,7.178467698E-3,9.837491989E0,9.838507559E0
